"seq","origin_filename","source_id","filename","dataset_kind","provider","source_url","license","rights_url","sha256","origin_sha256","width","height","content_type","color_mode","quality_label","split","source_path"
"1318","loc_2004664361.jpg","2004664361","1318.png","real_damaged","Library of Congress","https://www.loc.gov/item/2004664361/","Public Domain","https://www.loc.gov/collections/daguerreotypes/about-this-collection/rights-and-access/","b876eb2a356939ef60dbd3171b376c723d83cfc8e6609eff6decb6673fe24f6d","181a5bcaa720ccc29b65c19684958def5de841807b17611e1e7340eb9e63c659","825","1024","single_portrait","RGB","existing_damage","test","images/1318.png"
"1319","loc_2004664425.jpg","2004664425","1319.png","real_damaged","Library of Congress","https://www.loc.gov/item/2004664425/","Public Domain","https://www.loc.gov/collections/daguerreotypes/about-this-collection/rights-and-access/","1d704f0d8cdaed2c5d7597b264bfcbe69d8baf0d65469de15f36a0a08844d97f","e57d6202154d48fa93b8405c9f7f7788b605c15a60957f06aa40cbbc6b279da5","821","1024","single_portrait","RGB","existing_damage","train","images/1319.png"
"1320","loc_2004664181.jpg","2004664181","1320.png","real_damaged","Library of Congress","https://www.loc.gov/item/2004664181/","Public Domain","https://www.loc.gov/collections/daguerreotypes/about-this-collection/rights-and-access/","bbd352dc743b56460ee22e2bdb3c410e58aa52f81bd7a093eff6f53ea56a0d6d","14f487b512f8ba74f62d497992b26ea613bf764d9ae100a0d2c5a1d528babeee","1024","818","image/jpeg","RGB","existing_damage","train","images/1320.png"
"1321","loc_2004664511.jpg","2004664511","1321.png","real_damaged","Library of Congress","https://www.loc.gov/item/2004664511/","Public Domain","https://www.loc.gov/collections/daguerreotypes/about-this-collection/rights-and-access/","11cd37f2a98b76969e8f9508fe6d2cf2651e52b4b89646e84dc5508c8b1c85f3","6cc02f7a4db633d2b5f6170979709e1953ce67621c80dbdbf11ec0f198b1e46e","1024","817","image/jpeg","RGB","existing_damage","train","images/1321.png"
"1322","loc_2004664525.jpg","2004664525","1322.png","real_damaged","Library of Congress","https://www.loc.gov/item/2004664525/","Public Domain","https://www.loc.gov/collections/daguerreotypes/about-this-collection/rights-and-access/","cb5abf349c68f0475faa0728c2d5ae1cdd82054ba1d56758fddca9cd50a8472d","942c5ce8e2dc0d6bd79efbf97b0c97b76ab7866e33b9470016d9be158371ad14","839","1024","architecture","RGB","existing_damage","train","images/1322.png"
"1323","loc_2004664526.jpg","2004664526","1323.png","real_damaged","Library of Congress","https://www.loc.gov/item/2004664526/","Public Domain","https://www.loc.gov/collections/daguerreotypes/about-this-collection/rights-and-access/","7baea7f2ab9fef53e38668b2915bc448f1e64a5627fe7287531d01790e37f05c","3e953567f34c05a03b071679500745ee0d0262bfafcfda8d299521cfdd6efa71","1024","815","architecture","RGB","existing_damage","train","images/1323.png"
"1324","088481pu.tif","088481pu","1324.png","real_damaged","Library of Congress","","","","f8c0274060647bb15d0897da1c54c0b91c1564f5e17dde122d887b409ecb0a50","2b796cb1cb74ed07e4364c2b67118678e06d4c60cdb84fb10b4ba9ce32005863","3200","2559","architecture","RGB","existing_damage","train","images/1324.png"
"1325","088482pu.tif","088482pu","1325.png","real_damaged","Library of Congress","","","","bf70c97de6a1d46aafff6d904fc2aba26c6be4fd5483fbf954b0077d2c1bb68b","d7e376d48f889d95ccecbd3590e1aa4fafe5d9deea421374b50e4ddb82d1794a","3200","2568","architecture","RGB","existing_damage","train","images/1325.png"
"1326","088483pu.tif","088483pu","1326.png","real_damaged","Library of Congress","","","","64b9758feed933e65492182679df91645a759f8939fd2b2b0b6d31c22f1934b8","74f84e78c13db40e9d1d379e0e55de2e692060a599f5ab7198a8eee21b159515","3200","2548","architecture","RGB","existing_damage","train","images/1326.png"
"1327","088484pu.tif","088484pu","1327.png","real_damaged","Library of Congress","","","","47bf835a36e11030ee4e1b1fcbd10ff0bb88419d5a037e3e1845a8636d66747d","3d38e39d56c751541d583d9a38a1af48c0732cf27f26b52b31c5e0976124231b","3200","2581","architecture","RGB","existing_damage","train","images/1327.png"
"1328","088485pu.tif","088485pu","1328.png","real_damaged","Library of Congress","","","","78037c7ba83de8617e9e819f081ec49716f815a3e04e152c8dbbcd86b4ab104e","caceb552d8e84e38242e51f1963aaea19f373e87bb833c41a222ce5279c0c5ff","3200","2566","architecture","RGB","existing_damage","train","images/1328.png"
"1329","088486pu.tif","088486pu","1329.png","real_damaged","Library of Congress","","","","b2579d1ee1ef6436a5cdd8ef20f54503ed8edee40b554415db4fb0f3870b25c1","a3153c6cdd54af92ac85d6e24be546ee5993d043b25e92adf9642a08b753a1b6","3200","2576","architecture","RGB","existing_damage","train","images/1329.png"
"1330","088487pu.tif","088487pu","1330.png","real_damaged","Library of Congress","","","","f05555a8cea22b08328a931d901e538b95b8cc15746901dfe20b01fc35956440","fc8fcce7e5f68028525de90e7729c79f821099409be397d428ab107c2bcf7be0","3200","2546","architecture","RGB","existing_damage","train","images/1330.png"
"1331","088488pu.tif","088488pu","1331.png","real_damaged","Library of Congress","","","","47678936d3541db58283a85c17f5e0b09950d7663526eed147c5eae152fd01fd","6ef7ba60b727bf217ee5db0f3bb8d3f18b5cdab4c80fe1183c411f887a1e30d0","3200","2559","architecture","RGB","existing_damage","train","images/1331.png"
"1332","09866u.tif","09866u","1332.png","real_damaged","Library of Congress","","","","93ead55dc948652abc848d83a91712eb53902df36c15dc83a661f94091ebb32d","82e4d2978729101d870edeb9f3d60bef4ba0c5ee96db990a7762205c2056d464","2560","2027","single_portrait","RGB","existing_damage","train","images/1332.png"
"1333","104677pu.tif","104677pu","1333.png","real_damaged","Library of Congress","","","","e1aa31e5d5630a735f24387b7a11bde1dc7573c25229546a5cc4125de3036e3d","07056277aa56e0926b3ad6e83e5a41cf9f658d987f568df119b1023fd3061d81","2560","2058","architecture","RGB","existing_damage","train","images/1333.png"
"1334","104678pu.tif","104678pu","1334.png","real_damaged","Library of Congress","","","","981077d4198e5b7718ee8bb3c857b7802deae0d6f6ec0c4531234cc8fc5af580","2a5c07900971995fbc6d43c24bf3c56d8f918538daffe893736e69d2d1b32a06","2560","2054","architecture","RGB","existing_damage","train","images/1334.png"
"1335","110855pu.tif","110855pu","1335.png","real_damaged","Library of Congress","","","","5a4b9b755597863536ba9cd69be550dd198419d1460da7eeedcc9e04e86277d8","c6fcd9350b061ceda1496b9274241c45578ec2e2a2b66826c1da56ff622383f0","2560","2018","outdoor_scene","RGB","existing_damage","train","images/1335.png"
"1336","115088pu.tif","115088pu","1336.png","real_damaged","Library of Congress","","","","f2254a7e8b779465779885071569d373dd1f250d8d8f8c515148f8cab5d189d3","78762781ddf3eb42c4499349b16e15cce44ac0adba984c1997bd7dcda0bfe0bd","2060","2560","indoor_scene","RGB","existing_damage","train","images/1336.png"
"1337","115089pu.tif","115089pu","1337.png","real_damaged","Library of Congress","","","","c9c897686c4ec6df424d6d61ea6b450981d94c0c9030759690d87b9ed481c4e5","ed2e70a25ebed0cb8d106ec68225428852d1c8403ba511d11ede664c340a8362","2560","2042","indoor_scene","RGB","existing_damage","test","images/1337.png"
"1338","115090pu.tif","115090pu","1338.png","real_damaged","Library of Congress","","","","d8efa9552a9437b9394fba86057e4d265d09540018f7e4cd0105d074bd2e4493","437bf1ebf320bc058c5e9aef4932688ee954146688fab3b6900e217269c1a28d","2560","2051","indoor_scene","RGB","existing_damage","train","images/1338.png"
"1339","154038pu.tif","154038pu","1339.png","real_damaged","Library of Congress","","","","7cbf23e6d8b0f2fbf78ff2c6f937139c5c7c2f372ca17b915b6ab97f7e37f06c","29cec513b3c0e291c61c3a17b8ef014d1cc8759f004e76bb984a84c4f6173f82","1856","2560","outdoor_scene","RGB","existing_damage","train","images/1339.png"
"1340","154039pu.tif","154039pu","1340.png","real_damaged","Library of Congress","","","","e0723d13bfc38e32a1584425fa9ac878386fd8916f62342e292d4dee1f7287ad","b414fe574e2093211d8064b41ec4fb621ea6889e56d55618ba639dd21fa359cb","2560","1865","group_portrait","RGB","existing_damage","train","images/1340.png"
"1341","154043pu.tif","154043pu","1341.png","real_damaged","Library of Congress","","","","c70f97522ec116e830db6d968943872624e7b4035c195519025927251a44cf4c","7e4b423b0e1e6d47a1a64b10eae2df33626332df6ec71ee4f2008d09b7272076","2560","1868","architecture","RGB","existing_damage","test","images/1341.png"
"1342","154044pu.tif","154044pu","1342.png","real_damaged","Library of Congress","","","","9e8abb29639f7fda482e7190fa0a61596a3548374d4d8039ede19bff60003801","97c4e030fcf6153a96dfd50f2d5b35a5e41f02cebd955e2c16851339dfaa49ae","2560","1850","indoor_scene","RGB","existing_damage","train","images/1342.png"
"1343","154051pu.tif","154051pu","1343.png","real_damaged","Library of Congress","","","","c514b64b40caad798bcc597a4aef7ebf306be2c56dff5a95bffef804a13621e5","3827a1656096a2d8e4cbd05ddbdd6d583f223cb4be4cd2528bdf508734aca737","2560","1875","outdoor_scene","RGB","existing_damage","train","images/1343.png"
"1344","166591pu.tif","166591pu","1344.png","real_damaged","Library of Congress","","","","c73202871ec9bb649914ea93ef3e6bdc70a08c4f4f73dd94f250d91bf2aec04e","202c422115ef8fb7524e40784848bbb4162fe5af055b7c6e2657c9032638032c","3200","2308","document","RGB","existing_damage","validation","images/1344.png"
"1345","173185pu.tif","173185pu","1345.png","real_damaged","Library of Congress","","","","5557e01e3982b1305b96605ccb2be59b2297c6fc242028a1abc6b9d22dda9ce6","849c1f93a73e824376c9e48e5e4227e951a2d6db184c43067bc045902ee931ca","2560","2050","architecture","RGB","existing_damage","train","images/1345.png"
"1346","189060pu.tif","189060pu","1346.png","real_damaged","Library of Congress","","","","d461db1bd4d9a8344250a40a8185dfc0a8ff776237c40cd23fd5e79763039cc2","23ed55109499134eb35f5467e8cf2fbadebf59d793dcdc9ec818162397fbcd5f","3200","2544","architecture","RGB","existing_damage","train","images/1346.png"
"1347","189061pu.tif","189061pu","1347.png","real_damaged","Library of Congress","","","","f0bc4ab703b82b560ac52dc6bc613c73c25e83843cf8d502da18ddab404d8fa5","f3c116c91e9cc580f24150859e3bab6280a16028b71138cbb59a47c61b5b16bc","3200","2560","architecture","RGB","existing_damage","test","images/1347.png"
"1348","191987pu.tif","191987pu","1348.png","real_damaged","Library of Congress","","","","97686a730a08c604164e6a47218b5abc38d31d1846568a901e37c88dfe51187b","6edb9318ec2f6e14a2475f46763cc817420518b1f9c7e3b6617aa377a5cb46f7","3200","2593","architecture","RGB","existing_damage","train","images/1348.png"
"1349","192133pu.tif","192133pu","1349.png","real_damaged","Library of Congress","","","","bc63b2398431f9d80d37d7ed7e68e78467985ff39a9380f9575de68697a18451","bf5f90f4e007fe8e815b6405d0481d19a3fa859663f9ed1f5aadf72cfa3a2faa","3200","2591","architecture","RGB","existing_damage","train","images/1349.png"
"1350","192141pu.tif","192141pu","1350.png","real_damaged","Library of Congress","","","","5b361f2eb34d117a5bc345622f9aca29f0d462407febe0d8da2f9f40a4e85cc7","9c48b95ef2c1cd7d6b52d37aa0f17dec91ffb6cbc0e13f9f4fdb22fb047349f2","3200","2603","architecture","RGB","existing_damage","train","images/1350.png"
"1351","1s42592u.tif","1s42592u","1351.png","real_damaged","Library of Congress","","","","c567e160598b7541858e67214e904f66c88184165595e3bf47104d3bd0a942ed","9ed483bdbd54b4fa056f86c1b4ed053970e4bb712b1cf74c25a8128f5f5d9523","3200","1660","group_portrait","RGB","existing_damage","train","images/1351.png"
"1352","1s42593u.tif","1s42593u","1352.png","real_damaged","Library of Congress","","","","7ea71223aeac74c5e877b68f5fc10af0b2e7a22f01fa7aa097d65971dc3cb34c","e406dc5590408fbadfc6206261a2be565ddb1eb07b555e5454f24deb66ff0d40","3200","1655","group_portrait","RGB","existing_damage","train","images/1352.png"
"1353","1s42594u.tif","1s42594u","1353.png","real_damaged","Library of Congress","","","","1fe9a93caf8da9b46c2c50bbdcd7f8165f7aed1b447393eed8e9648ba6e019ba","f9731784ee493d381a8e5d27a9560b73eee61f001d3e240c799cdb5d94a091b8","3200","1654","group_portrait","RGB","existing_damage","validation","images/1353.png"
"1354","1s42595u.tif","1s42595u","1354.png","real_damaged","Library of Congress","","","","b7dbd15fd6d23b1752747d7c3f8a8aa017c7245e23ea2e358fc8025de17a14c3","6a3d1106eb3b32213f6483ce18281fe2a11cd0cd6df841782ab8f5fc86cac2e6","3200","1645","group_portrait","RGB","existing_damage","train","images/1354.png"
"1355","1s42596u.tif","1s42596u","1355.png","real_damaged","Library of Congress","","","","8cc651f567f99e483e6553d69e87f2d97a2ef6b6520164fe10d6b494307eab9f","fc255ef5b9d04e486f0330edd4788b3ab845205657a195e1f5d45e2ebb01b64f","3200","1645","group_portrait","RGB","existing_damage","train","images/1355.png"
"1356","1s42597u.tif","1s42597u","1356.png","real_damaged","Library of Congress","","","","5dc8b1a25d8379de3edddd752d963a97751cdfe59ae6428f9816cc47d7d76b9e","341e056868092ec100ce6c675f49810121dd8d7a09bf8f8e6587208cb37cb36e","3200","1650","group_portrait","RGB","existing_damage","validation","images/1356.png"
"1357","1s42598u.tif","1s42598u","1357.png","real_damaged","Library of Congress","","","","13cb314fe1940cdddd555c2b2e8709922bca5bdfcc2d858c5d089ff24d8994c2","9beb4f7e6f846c234d8a93a9deef57d998a6afff3f88420b5857046268ea4249","3200","1655","group_portrait","RGB","existing_damage","train","images/1357.png"
"1358","1s42599u.tif","1s42599u","1358.png","real_damaged","Library of Congress","","","","9c8cb8aa734c735f8cb5982ddf9eedcd93171b75ee03b8b4e9d73bf4a9c9a5f3","d71f3cf7d6bf7f6acff27ec7128c6048b6c87521fa59363fec2946aa202e8bf1","3200","1665","group_portrait","RGB","existing_damage","train","images/1358.png"
"1359","1s42600u.tif","1s42600u","1359.png","real_damaged","Library of Congress","","","","4934dbc5f0b33886fc4470a63236afb9127a8e2c68551882c0d8c7c6191e73b7","e659c5a1488bae2aac7fafaca26d836c75dfb82a7dcff73d562fda5ad0c3c37d","3200","1645","group_portrait","RGB","existing_damage","train","images/1359.png"
"1360","218735pu.tif","218735pu","1360.png","real_damaged","Library of Congress","","","","d5aa9081b4147a80aec980e1f5869396e8c3cb68b6bf8ea1c6fdaeb4840c9130","1041e73065ab41c649ecf58954bf8e9a90980d749ea6f0d828ac2884030de020","3200","2572","architecture","RGB","existing_damage","train","images/1360.png"
"1361","218736pu.tif","218736pu","1361.png","real_damaged","Library of Congress","","","","1330acc5d7444107e20fe21d80b74be046ebcff5753e450f50313e0e76314a35","ae96f77b6573c6fd462ce8b7561f3b8f9f786446ec87f77e0091493909fc559b","2518","3200","outdoor_scene","RGB","existing_damage","train","images/1361.png"
"1362","218791pu.tif","218791pu","1362.png","real_damaged","Library of Congress","","","","11f2fe7e37263e0b6516ac288b7c753ca488e840a471d8b7d7dbc2bce1ba4f82","be67af0cfe3b9c035ca38ce796d2824c3cc2dfa060ab4a56f4c31c2919a2fc7f","3200","2515","architecture","RGB","existing_damage","train","images/1362.png"
"1363","218792pu.tif","218792pu","1363.png","real_damaged","Library of Congress","","","","9672cb4bc5596384dd3d55d2fe8f48927dfb95ae5ce9fb0ca7d774b3a46163d1","8089578f6b169ccd904ef6ec8681de9122a3a5553e1f1b85476053037982687c","3200","2577","architecture","RGB","existing_damage","train","images/1363.png"
"1364","219561pu.tif","219561pu","1364.png","real_damaged","Library of Congress","","","","4b1517a374710d4b84225dbc08b27690e8fe5259628f47a8b426aab5ddf8fe91","1f7a220dfe7d21d9f0caa7e86c0b4a48baf37a90ebf331734e52b0dc648b0e74","3200","2531","architecture","RGB","existing_damage","train","images/1364.png"
"1365","219563pu.tif","219563pu","1365.png","real_damaged","Library of Congress","","","","d1ae1cad27b78fae659063ee215950eb692a6cc2e2792799e29d8cd1d073c624","e2dcf5c0ca1e0de679292f3d627b3ba61acfa09c2d364b17b194ba319f10ed57","3200","2494","outdoor_scene","RGB","existing_damage","train","images/1365.png"
"1366","219564pu.tif","219564pu","1366.png","real_damaged","Library of Congress","","","","8b5e7169b73315d7b8f6eaeb3c0b82ff85936c6a2c0c9867b91676fefe9428fd","fde7ade9a50b966ea28aa3a09d12e9d783d623d8b7b9b1d620d492939ae79c2e","3200","2579","outdoor_scene","RGB","existing_damage","train","images/1366.png"
"1367","219565pu.tif","219565pu","1367.png","real_damaged","Library of Congress","","","","ecad9b01f4301f6aca664e21d167db0de1376de2547bb2757e83f340618d5152","3820e2f874443560d942460ceac9740959dc17ce174a5726cfd333e6c9f3b7c6","3200","2521","outdoor_scene","RGB","existing_damage","train","images/1367.png"
"1368","219566pu.tif","219566pu","1368.png","real_damaged","Library of Congress","","","","8075f28551561311b0884e76bdee92e75bbfcfe2570d3b4c1dbca0e73bdef5a4","062ee7ff1fda61f6d55b74e33373e0033dd9854c703a8fa082e341768c1ad27e","3200","2576","outdoor_scene","RGB","existing_damage","train","images/1368.png"
"1369","219568pu.tif","219568pu","1369.png","real_damaged","Library of Congress","","","","5cfb56b3bce11a6de75210370491e5f3ba1da5b448fa1aae6b1544656693658e","279a4e04cca2df54e2801ec01d71587683f0e1613cd1309392ca5e2072dddfa9","3200","2575","outdoor_scene","RGB","existing_damage","test","images/1369.png"
"1370","27691u.tif","27691u","1370.png","real_damaged","Library of Congress","","","","055effae39e0ae1e9c4e0460fb3fc319d0223492d7b69bdf2b5a7d8fa852b092","aec951aacba7e738d0ef32cc866f407f6ef897296da694099f2da64b9e9094e4","2560","2037","indoor_scene","RGB","existing_damage","train","images/1370.png"
"1371","318066pu.tif","318066pu","1371.png","real_damaged","Library of Congress","","","","674a0bccafd6c69a7e544877369517588c96efacbd76af23d227ef4869f3ed16","14592b87afb03bbec1eafbf6b4975f8f5298f6b4812d1a75566e6392f694036f","2560","2042","indoor_scene","RGB","existing_damage","train","images/1371.png"
"1372","318070pu.tif","318070pu","1372.png","real_damaged","Library of Congress","","","","4e2c4154301a934ee8cb19158d1a3a94767b02c282eba4ccda2de1b8d8c09f68","a02930da7b1432c43ef08cac29f9d7db4568afbdfe681107139400ae3dabb72e","2560","2074","indoor_scene","RGB","existing_damage","train","images/1372.png"
"1373","325480pu.tif","325480pu","1373.png","real_damaged","Library of Congress","","","","1348480829b75a4970019633c52fcfa4af68c99be816c0eb03c694b924b4f227","33bd679b830bf2c6e0994a00782da7ca16e82786b1f9be80cf3858ea8f16b24d","2560","2047","architecture","RGB","existing_damage","train","images/1373.png"
"1374","325488pu.tif","325488pu","1374.png","real_damaged","Library of Congress","","","","06a4208fed662430946058499d68bfb095700b8169364695d65c477355cbf5bb","e5fe13bd4fcb47b353439a0ce2395cc61e6a08e4250ce6e794878c3616a89238","2560","2043","architecture","RGB","existing_damage","train","images/1374.png"
"1375","325493pu.tif","325493pu","1375.png","real_damaged","Library of Congress","","","","7b20addef5fb4d6f8c5dcc8eb8ef0b49c84a48f68c8143ef61348051a7c83792","fb537f59ff046fba0db28e128e1d3adda3e7ae8a336c8a8b5103076e41ce6103","2560","2078","outdoor_scene","RGB","existing_damage","validation","images/1375.png"
"1376","327576pu.tif","327576pu","1376.png","real_damaged","Library of Congress","","","","b7c62c65329de212d1930ccb928ede35b44dfb013a9df8e36ba356e423be9988","c2dfd827a663bf61f878fe653fd120f2f1d1ba251d7a9eb21cf6555919ab8d0a","2560","1999","outdoor_scene","RGB","existing_damage","train","images/1376.png"
"1377","327577pu.tif","327577pu","1377.png","real_damaged","Library of Congress","","","","2cbe9755354d8899bf0f2fedaea461ede96f5d1c4ea1191494d542570dc9f698","813145b2efbce21f118df52b6f6b73a1ebbe3bbd1f044218500b3861e95fb5e9","3200","2541","outdoor_scene","RGB","existing_damage","train","images/1377.png"
"1378","328038pu.tif","328038pu","1378.png","real_damaged","Library of Congress","","","","a475b3f606fccd923ae77a84ce363bae921be6ce279d83613a098bd3c4762eac","e269312986db6c50b78af04fd693c60ec056402506556175ec3e5ee01f42c993","2049","2560","document","RGB","existing_damage","test","images/1378.png"
"1379","337628pu.tif","337628pu","1379.png","real_damaged","Library of Congress","","","","a17ba84db3ef2e66e3eab004ba2ce8e16188d36e781cf708d955d2d3ac901edc","b21a498ca4ffa50b8a9aa944d39e2002789e537284fad977c121cb0caf672cd1","2560","2049","outdoor_scene","RGB","existing_damage","test","images/1379.png"
"1380","337629pu.tif","337629pu","1380.png","real_damaged","Library of Congress","","","","5ce5d114641643e12dcb93e9e86fee5b6e0f64e99dd925b1a0e55e27248f503b","3fe9b916c8d19a743a006900f6dd6ba940006fa94d2348d9bebbe8e777ea2a15","3200","2560","document","RGB","existing_damage","train","images/1380.png"
"1381","341664pu.tif","341664pu","1381.png","real_damaged","Library of Congress","","","","e47ed5064a747bf463077dba09ee203ecb1427d03388991ac54099193c07efeb","9f2077c2586cddf632ac598904a166a96250af006982991667b27dc9e200df25","2560","2044","outdoor_scene","RGB","existing_damage","validation","images/1381.png"
"1382","345538pu.tif","345538pu","1382.png","real_damaged","Library of Congress","","","","8fb1c1564e3e796ad4638e89ab57de82545127a8ec2c4556d710de9fcfaeabc5","c35684f9ac8466bf50399263777999d61652fdc4219ca30a1932f4f546a4c25a","3200","2615","indoor_scene","RGB","existing_damage","test","images/1382.png"
"1383","345552pu.tif","345552pu","1383.png","real_damaged","Library of Congress","","","","c02b9f217fc8c28058b727c2e38428a4732158668b4349575ed8169521f29602","95ff30120214d7c9cbee37fab428a35e81bc69e1bbb5774b5ece42b885340c51","2560","2080","indoor_scene","RGB","existing_damage","test","images/1383.png"
"1384","351594pu.tif","351594pu","1384.png","real_damaged","Library of Congress","","","","ca865410d5d6ffb3200190e0bfd6e31ccddb060db07af1132f35e42123d6a1ad","b8ac12b14933a926b049a940682011e3a70f10cd2a035a821b3034c33e396a3c","2063","2560","outdoor_scene","RGB","existing_damage","train","images/1384.png"
"1385","366432pu.tif","366432pu","1385.png","real_damaged","Library of Congress","","","","87f065f6e39a93240b641efaffb9861637262e58530b2cb1451d90733609dc2e","4ad18bb1b22a4350eaaa9c821d3a30c7f3905b86b6bd8044db5abc568a8e5008","3200","2295","outdoor_scene","RGB","existing_damage","train","images/1385.png"
"1386","3c02803u.tif","3c02803u","1386.png","real_damaged","Library of Congress","","","","98da351cf89dd09319c1610315291e6ec340f78a4fb13bd48388b372c8350a58","87e8af6c564e7b73892c82ef66fa0cbf66bf9a69e739c0472743183b9a6978c6","2560","2044","single_portrait","RGB","existing_damage","train","images/1386.png"
"1387","3c27003u.tif","3c27003u","1387.png","real_damaged","Library of Congress","","","","ec690448df57da4c546697c509ddbab135854c0bf30ddcfeac1305fccbbc6f28","086a8517b852981f77fe0806c954cbdc603a609441b01bf59d072d892354903d","2560","2078","document","RGB","existing_damage","train","images/1387.png"
"1388","3c27004u.tif","3c27004u","1388.png","real_damaged","Library of Congress","","","","3db09342b55cf922b4eae801b7a26fc4bd81af9ec911c296ef4047f0c037d4b3","87d6133549cfa8f45b80d110e265ec9ff1fc7d390d136a5277fadfd87948c242","2569","3200","document","RGB","existing_damage","train","images/1388.png"
"1389","580959pu.tif","580959pu","1389.png","real_damaged","Library of Congress","","","","14afb8f31fb94d04b787d5927b6c0d43940b8672ec1980a33c5804ea11aa11ae","84e0ab3f5de151d921bdcf5054ce6b87d7fea2b334c0afe99028b8fe6da896fe","2914","4096","other","RGB","existing_damage","train","images/1389.png"
"1390","8e01171u.tif","8e01171u","1390.png","real_damaged","Library of Congress","","","","f2ff1b66b6ce0c903b5b8e8546fc3dd77d9ab8a22607689ea8b5f0e557ef2ac5","83337f29bf5a6d141d619d1b040956cd9d81fd82e3ff3725c0586e94bb21faa4","2560","2074","outdoor_scene","RGB","existing_damage","validation","images/1390.png"
"1391","met_261941_[The_Great_Wave,_Sète].jpg","met_261941","1391.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/261941","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","fe28d49dcd5e2e45383260a2a8c2d3f621f4994a11238d36427dc98a772a464c","86da4bd779dd742b8f74b6dfdfab550db71df1c65463829dde446f05b2a4e67e","2000","1623","outdoor_scene","RGB","existing_damage","train","images/1391.png"
"1392","met_262612_View_on_the_Columbia,_Cascades.jpg","met_262612","1392.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/262612","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","c54255abf9d43f10078e99cb489592f85792e35102a19a62d6eadb8b3b9f4e6d","2d04150aef7d3c6759296071feb1401dc5c549d3484a7e89463812af1fa9f6ce","2560","2019","single_portrait","RGB","existing_damage","validation","images/1392.png"
"1393","met_263608_Paul_Poujaud,_Mme._Arthur_Fontaine,_and_Degas.jpg","met_263608","1393.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/263608","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","ecf703f84fa03e9f670a0514fa00ca10a586dba07e1e2bcd5a5abe476ac2c07c","817069382d8e0acb912b2f94c8b49017f683fb4c87e38f137fa4ced7f96063c3","2560","1887","group_portrait","RGB","existing_damage","train","images/1393.png"
"1394","met_264711_Black_Cañon,_From_Camp_8,_Looking_Above.jpg","met_264711","1394.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/264711","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","9ca10f6ce587a12d2f0c5c44885684f8306e1d3545f365db99d4eb910e06bce0","26e6358a2fe060588f9c5ab649349f38f161a820d950fe7e8084dba3889bf470","3200","2797","single_portrait","RGB","existing_damage","train","images/1394.png"
"1395","met_265076_[Arch_of_the_Argentarii,_or,_Goldsmith's_Gate,_Rome].jpg","met_265076","1395.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/265076","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","62b3c087dd797799350067680f41e161e2121a2c97708c47f992e3d5c8efa074","2acaaf5148da0e759d7445209c80ad2694010cfdf6a2154cc88e2ba04f703ad0","2042","2560","architecture","RGB","existing_damage","test","images/1395.png"
"1396","met_265556_Penny_Picture_Display,_Savannah.jpg","met_265556","1396.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/265556","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","aafe40b0ad2dfef84abf5332e5bc2557f6da30dd2a59692c1aa98d0fbb6e35bf","2bbf2d746a3dd401fd35ea95b9433652bb315bdade0baa89413a95d184ee350f","2034","2560","single_portrait","RGB","existing_damage","train","images/1396.png"
"1397","met_265726_[Flower_Study,_Rose_of_Sharon].jpg","met_265726","1397.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/265726","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","5adb5949ea489796a71f944e826fdda646271ffefebd5b74a7113027e1f359a9","61fbe8ec198f641678c7c6b9b8c076587ca312a95e498ba8f8c0451d1a5e97ea","2560","2298","other","RGB","existing_damage","train","images/1397.png"
"1398","met_265904_[Fontainebleau_Forest].jpg","met_265904","1398.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/265904","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","187d34efa7ecb6a1d8d92081b89ccadd8a5521aaf6e43aac46c2a302da734c00","ebf11fb89f869dab47ae6333980503d5b7f9aa526e83ceb64b642bac1b9f2eb5","2560","1979","outdoor_scene","RGB","existing_damage","validation","images/1398.png"
"1399","met_265916_Articles_of_Glass.jpg","met_265916","1399.png","real_damaged","The Metropolitan Museum of Art","https://www.metmuseum.org/art/collection/search/265916","Public Domain","https://www.metmuseum.org/about-the-met/policies-and-documents/open-access","bf409ba9b45b4116166fea8941bf893a18597ee9e22e3eb354c405f2394a5fe6","803c7edc097720732b527e3cf3362690d9b0cbff35651debee5a2e1d0bc13068","2560","2087","single_portrait","RGB","existing_damage","train","images/1399.png"
