"source_id","filename","quality_label","color_mode","damage_label_method","damage_label_list","damage_scratch","damage_crack","damage_fold","damage_dust","damage_stain","damage_mold","damage_tear","damage_missing_region","damage_fading","damage_color_cast","damage_blur","damage_noise","damage_jpeg_artifact","damage_uneven_exposure","confidence_scratch","confidence_crack","confidence_fold","confidence_dust","confidence_stain","confidence_mold","confidence_tear","confidence_missing_region","confidence_fading","confidence_color_cast","confidence_blur","confidence_noise","confidence_jpeg_artifact","confidence_uneven_exposure","evidence_scratch","evidence_crack","evidence_fold","evidence_dust","evidence_stain","evidence_mold","evidence_tear","evidence_missing_region","evidence_fading","evidence_color_cast","evidence_blur","evidence_noise","evidence_jpeg_artifact","evidence_uneven_exposure","texture_match_label_list","texture_match_scores","texture_match_files"
"photo-0821","1132.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7548","0.8432","0.6026","0.7885","0.7464","0.8376","0.8173","0.7735","0.9900","0.9900","0.9900","0.9563","0.9899","0.9697","0.0399","0.0092","0.1237","0.0320","0.1327","0.1041","0.1181","0.0585","0.2756","0.2491","0.3181","0.6210","0.3776","0.5594","","{""crack"": 0.0092, ""dust"": 0.032, ""fold"": 0.1237, ""missing_region"": 0.0585, ""mold"": 0.1041, ""scratch"": 0.0399, ""stain"": 0.1327, ""tear"": 0.1181}","{}"
"photo-0822","1133.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8276","0.8113","0.9234","0.8449","0.9608","0.9521","0.9042","0.8862","0.9900","0.9900","0.7122","0.9835","0.9900","0.9864","0.0206","0.0190","0.0323","0.0154","0.0336","0.0407","0.0847","0.0221","0.2839","0.2369","0.7814","0.5515","0.3029","0.4871","","{""crack"": 0.019, ""dust"": 0.0154, ""fold"": 0.0323, ""missing_region"": 0.0221, ""mold"": 0.0407, ""scratch"": 0.0206, ""stain"": 0.0336, ""tear"": 0.0847}","{}"
"photo-0823","1134.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.7988","0.8158","0.9241","0.8189","0.9484","0.9129","0.9544","0.8345","0.9900","0.9900","0.9900","0.6991","0.9899","0.9044","0.0289","0.0177","0.0318","0.0236","0.0490","0.0721","0.0457","0.0415","0.1447","0.2701","0.3183","0.7241","0.3870","0.8178","","{""crack"": 0.0177, ""dust"": 0.0236, ""fold"": 0.0318, ""missing_region"": 0.0415, ""mold"": 0.0721, ""scratch"": 0.0289, ""stain"": 0.049, ""tear"": 0.0457}","{}"
"photo-0824","1135.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8502","0.8514","0.9337","0.8550","0.8942","0.9471","0.9396","0.8693","0.9900","0.9900","0.9894","0.6120","0.9900","0.9851","0.0132","0.0064","0.0248","0.0119","0.0862","0.0461","0.0609","0.0292","0.1604","0.1631","0.5122","0.7406","0.3252","0.4991","","{""crack"": 0.0064, ""dust"": 0.0119, ""fold"": 0.0248, ""missing_region"": 0.0292, ""mold"": 0.0461, ""scratch"": 0.0132, ""stain"": 0.0862, ""tear"": 0.0609}","{}"
"photo-0825","1136.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8340","0.8374","0.9074","0.8252","0.8984","0.9529","0.9286","0.8796","0.9900","0.9900","0.9900","0.7959","0.9899","0.7693","0.0186","0.0111","0.0420","0.0217","0.0841","0.0398","0.0696","0.0250","0.1219","0.2357","0.3182","0.7017","0.3993","0.6685","","{""crack"": 0.0111, ""dust"": 0.0217, ""fold"": 0.042, ""missing_region"": 0.025, ""mold"": 0.0398, ""scratch"": 0.0186, ""stain"": 0.0841, ""tear"": 0.0696}","{}"
"photo-0826","1137.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8203","0.8561","0.8896","0.8600","0.9535","0.9259","0.8790","0.6215","0.9900","0.9900","0.9900","0.8886","0.9899","0.8816","0.0228","0.0047","0.0510","0.0101","0.0433","0.0638","0.0966","0.0899","0.2281","0.2836","0.3182","0.6700","0.3739","0.6331","","{""crack"": 0.0047, ""dust"": 0.0101, ""fold"": 0.051, ""missing_region"": 0.0899, ""mold"": 0.0638, ""scratch"": 0.0228, ""stain"": 0.0433, ""tear"": 0.0966}","{}"
"photo-0827","1138.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7527","0.8233","0.6015","0.7885","0.8322","0.8478","0.9145","0.7775","0.9900","0.9900","0.9897","0.9699","0.9900","0.9862","0.0404","0.0155","0.1239","0.0320","0.1100","0.1007","0.0789","0.0575","0.2826","0.1856","0.4803","0.5990","0.3552","0.4886","","{""crack"": 0.0155, ""dust"": 0.032, ""fold"": 0.1239, ""missing_region"": 0.0575, ""mold"": 0.1007, ""scratch"": 0.0404, ""stain"": 0.11, ""tear"": 0.0789}","{}"
"photo-0828","1139.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8256","0.8117","0.8891","0.8216","0.9345","0.9361","0.5547","0.8634","0.9900","0.9900","0.9899","0.9240","0.9900","0.8467","0.0212","0.0189","0.0512","0.0228","0.0616","0.0561","0.1730","0.0315","0.2278","0.2540","0.4532","0.6505","0.3481","0.6465","","{""crack"": 0.0189, ""dust"": 0.0228, ""fold"": 0.0512, ""missing_region"": 0.0315, ""mold"": 0.0561, ""scratch"": 0.0212, ""stain"": 0.0616, ""tear"": 0.173}","{}"
"photo-0829","1140.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7973","0.8186","0.7521","0.7678","0.8366","0.8188","0.8980","0.8008","0.9900","0.9900","0.9900","0.9298","0.9899","0.9392","0.0293","0.0169","0.0940","0.0372","0.1086","0.1099","0.0879","0.0514","0.2078","0.2439","0.3182","0.6464","0.3727","0.5989","","{""crack"": 0.0169, ""dust"": 0.0372, ""fold"": 0.094, ""missing_region"": 0.0514, ""mold"": 0.1099, ""scratch"": 0.0293, ""stain"": 0.1086, ""tear"": 0.0879}","{}"
"photo-0830","1141.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7804","0.7920","0.7229","0.7854","0.8696","0.8948","0.8311","0.7266","0.9900","0.9900","0.9900","0.9278","0.9899","0.8079","0.0337","0.0243","0.1005","0.0328","0.0969","0.0817","0.1139","0.0693","0.1080","0.1515","0.3182","0.6478","0.3897","0.6584","","{""crack"": 0.0243, ""dust"": 0.0328, ""fold"": 0.1005, ""missing_region"": 0.0693, ""mold"": 0.0817, ""scratch"": 0.0337, ""stain"": 0.0969, ""tear"": 0.1139}","{}"
"photo-0831","1142.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.8124","0.8020","0.9108","0.8182","0.6788","0.9397","0.7282","0.8660","0.9900","0.9900","0.9900","0.7240","0.9899","0.8507","0.0251","0.0216","0.0401","0.0238","0.1469","0.0531","0.1403","0.0305","0.1388","0.2896","0.3182","0.7189","0.3755","0.7949","","{""crack"": 0.0216, ""dust"": 0.0238, ""fold"": 0.0401, ""missing_region"": 0.0305, ""mold"": 0.0531, ""scratch"": 0.0251, ""stain"": 0.1469, ""tear"": 0.1403}","{}"
"photo-0832","1143.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8078","0.8314","0.8555","0.7885","0.7945","0.8803","0.9294","0.7644","0.9900","0.9900","0.9900","0.9640","0.9899","0.9671","0.0264","0.0130","0.0648","0.0320","0.1209","0.0883","0.0690","0.0607","0.2864","0.2558","0.3867","0.6098","0.3759","0.5644","","{""crack"": 0.013, ""dust"": 0.032, ""fold"": 0.0648, ""missing_region"": 0.0607, ""mold"": 0.0883, ""scratch"": 0.0264, ""stain"": 0.1209, ""tear"": 0.069}","{}"
"photo-0833","1144.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7920","0.8336","0.6540","0.8005","0.6291","0.8161","0.8984","0.6582","0.9900","0.9900","0.9900","0.9708","0.9899","0.9679","0.0307","0.0123","0.1143","0.0288","0.1563","0.1107","0.0877","0.0831","0.2223","0.1404","0.3182","0.5970","0.4045","0.5629","","{""crack"": 0.0123, ""dust"": 0.0288, ""fold"": 0.1143, ""missing_region"": 0.0831, ""mold"": 0.1107, ""scratch"": 0.0307, ""stain"": 0.1563, ""tear"": 0.0877}","{}"
"photo-0834","1145.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8240","0.8368","0.9003","0.8339","0.7481","0.8784","0.8432","0.5059","0.9900","0.9899","0.9900","0.9663","0.9900","0.9166","0.0217","0.0113","0.0458","0.0190","0.1323","0.0891","0.1100","0.1100","0.2512","0.3272","0.3528","0.6059","0.3590","0.6153","","{""crack"": 0.0113, ""dust"": 0.019, ""fold"": 0.0458, ""missing_region"": 0.11, ""mold"": 0.0891, ""scratch"": 0.0217, ""stain"": 0.1323, ""tear"": 0.11}","{}"
"photo-0835","1146.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8589","0.8578","0.9422","0.8666","0.9708","0.9670","0.9649","0.8655","0.9900","0.9900","0.9654","0.5008","0.9900","0.7199","0.0101","0.0041","0.0176","0.0076","0.0157","0.0192","0.0307","0.0307","0.1121","0.1333","0.6675","0.7599","0.3083","0.6797","","{""crack"": 0.0041, ""dust"": 0.0076, ""fold"": 0.0176, ""missing_region"": 0.0307, ""mold"": 0.0192, ""scratch"": 0.0101, ""stain"": 0.0157, ""tear"": 0.0307}","{}"
"photo-0836","1147.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8078","0.8317","0.7389","0.8127","0.8620","0.7686","0.8193","0.7971","0.9900","0.9899","0.9892","0.9703","0.9900","0.9500","0.0264","0.0129","0.0970","0.0254","0.0998","0.1233","0.1175","0.0524","0.2120","0.3494","0.5216","0.5980","0.3287","0.5885","","{""crack"": 0.0129, ""dust"": 0.0254, ""fold"": 0.097, ""missing_region"": 0.0524, ""mold"": 0.1233, ""scratch"": 0.0264, ""stain"": 0.0998, ""tear"": 0.1175}","{}"
"photo-0837","1148.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7855","0.7752","0.8472","0.7723","0.9046","0.8989","0.8949","0.8446","0.9900","0.9900","0.9562","0.9315","0.9900","0.8720","0.0324","0.0286","0.0677","0.0361","0.0809","0.0797","0.0894","0.0382","0.2248","0.2494","0.6811","0.6451","0.2954","0.6371","","{""crack"": 0.0286, ""dust"": 0.0361, ""fold"": 0.0677, ""missing_region"": 0.0382, ""mold"": 0.0797, ""scratch"": 0.0324, ""stain"": 0.0809, ""tear"": 0.0894}","{}"
"photo-0838","1149.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7780","0.8314","0.7024","0.7920","0.8412","0.7854","0.9226","0.8052","0.9900","0.9900","0.9900","0.9719","0.9900","0.8990","0.0343","0.0130","0.1048","0.0311","0.1071","0.1191","0.0738","0.0502","0.2344","0.2466","0.3759","0.5945","0.3659","0.6250","","{""crack"": 0.013, ""dust"": 0.0311, ""fold"": 0.1048, ""missing_region"": 0.0502, ""mold"": 0.1191, ""scratch"": 0.0343, ""stain"": 0.1071, ""tear"": 0.0738}","{}"
"photo-0839","1150.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7784","0.8383","0.7130","0.7866","0.8164","0.8597","0.8776","0.8012","0.9899","0.9899","0.9900","0.9738","0.9899","0.9889","0.0342","0.0108","0.1026","0.0325","0.1148","0.0965","0.0972","0.0513","0.3285","0.3265","0.3182","0.5898","0.3746","0.4380","","{""crack"": 0.0108, ""dust"": 0.0325, ""fold"": 0.1026, ""missing_region"": 0.0513, ""mold"": 0.0965, ""scratch"": 0.0342, ""stain"": 0.1148, ""tear"": 0.0972}","{}"
"photo-0840","1151.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.8517","0.8455","0.9317","0.8602","0.9020","0.9593","0.9145","0.8854","0.9900","0.9899","0.9900","0.8343","0.9900","0.5483","0.0127","0.0084","0.0264","0.0100","0.0823","0.0317","0.0789","0.0225","0.1590","0.3260","0.3181","0.6906","0.3559","0.7282","","{""crack"": 0.0084, ""dust"": 0.01, ""fold"": 0.0264, ""missing_region"": 0.0225, ""mold"": 0.0317, ""scratch"": 0.0127, ""stain"": 0.0823, ""tear"": 0.0789}","{}"
"photo-0841","1152.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8145","0.8321","0.8681","0.8323","0.9472","0.9345","0.9378","0.7834","0.9900","0.9897","0.9900","0.8633","0.9899","0.9739","0.0245","0.0128","0.0601","0.0195","0.0502","0.0574","0.0624","0.0560","0.2457","0.3825","0.3182","0.6805","0.3916","0.5494","","{""crack"": 0.0128, ""dust"": 0.0195, ""fold"": 0.0601, ""missing_region"": 0.056, ""mold"": 0.0574, ""scratch"": 0.0245, ""stain"": 0.0502, ""tear"": 0.0624}","{}"
"photo-0842","1153.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","tear","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0.7728","0.7816","0.8404","0.7674","0.8372","0.8869","0.5490","0.8185","0.9900","0.9898","0.8456","0.9870","0.9900","0.9862","0.0356","0.0270","0.0700","0.0373","0.1084","0.0854","0.1907","0.0464","0.2912","0.3678","0.7469","0.5184","0.3138","0.4886","tear","{""crack"": 0.027, ""dust"": 0.0373, ""fold"": 0.07, ""missing_region"": 0.0464, ""mold"": 0.0854, ""scratch"": 0.0356, ""stain"": 0.1084, ""tear"": 0.1907}","{""tear"": [""158.jpg"", ""055.jpg"", ""177.jpg""]}"
"photo-0843","1154.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7683","0.8148","0.5112","0.7682","0.5275","0.5701","0.7566","0.7652","0.9900","0.9900","0.9899","0.9636","0.9900","0.9282","0.0367","0.0180","0.1395","0.0371","0.1741","0.1626","0.1339","0.0605","0.1695","0.2519","0.4204","0.6106","0.3555","0.6075","","{""crack"": 0.018, ""dust"": 0.0371, ""fold"": 0.1395, ""missing_region"": 0.0605, ""mold"": 0.1626, ""scratch"": 0.0367, ""stain"": 0.1741, ""tear"": 0.1339}","{}"
"photo-0844","1155.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8031","0.8550","0.8932","0.8452","0.9159","0.8829","0.9292","0.7271","0.9900","0.9900","0.9900","0.8441","0.9898","0.9015","0.0277","0.0051","0.0493","0.0153","0.0745","0.0872","0.0692","0.0692","0.2257","0.1973","0.3182","0.6874","0.4200","0.6237","","{""crack"": 0.0051, ""dust"": 0.0153, ""fold"": 0.0493, ""missing_region"": 0.0692, ""mold"": 0.0872, ""scratch"": 0.0277, ""stain"": 0.0745, ""tear"": 0.0692}","{}"
"photo-0845","1156.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","stain|uneven_exposure","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0.7561","0.8099","0.6330","0.7345","0.6314","0.6182","0.8103","0.7555","0.9900","0.9899","0.9898","0.9616","0.9900","0.8183","0.0396","0.0194","0.1182","0.0449","0.2017","0.1541","0.1201","0.0628","0.1962","0.3463","0.4577","0.6137","0.3497","0.7845","stain","{""crack"": 0.0194, ""dust"": 0.0449, ""fold"": 0.1182, ""missing_region"": 0.0628, ""mold"": 0.1541, ""scratch"": 0.0396, ""stain"": 0.2017, ""tear"": 0.1201}","{""stain"": [""134.jpg"", ""063.jpg"", ""074.jpg""]}"
"photo-0846","1157.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8085","0.8064","0.8673","0.8024","0.9149","0.8660","0.7617","0.8670","0.9899","0.9900","0.9172","0.9838","0.9900","0.9888","0.0262","0.0204","0.0604","0.0283","0.0751","0.0941","0.1327","0.0301","0.3200","0.2575","0.7149","0.5495","0.3353","0.4404","","{""crack"": 0.0204, ""dust"": 0.0283, ""fold"": 0.0604, ""missing_region"": 0.0301, ""mold"": 0.0941, ""scratch"": 0.0262, ""stain"": 0.0751, ""tear"": 0.1327}","{}"
"photo-0847","1158.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7863","0.8206","0.7547","0.8002","0.7162","0.7014","0.8035","0.8222","0.9898","0.9899","0.9433","0.9885","0.9900","0.9856","0.0322","0.0163","0.0934","0.0289","0.1393","0.1382","0.1220","0.0453","0.3742","0.3273","0.6952","0.4894","0.3429","0.4946","","{""crack"": 0.0163, ""dust"": 0.0289, ""fold"": 0.0934, ""missing_region"": 0.0453, ""mold"": 0.1382, ""scratch"": 0.0322, ""stain"": 0.1393, ""tear"": 0.122}","{}"
"photo-0848","1159.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8006","0.7939","0.7968","0.7931","0.8538","0.8799","0.9023","0.8059","0.9900","0.9899","0.8883","0.9840","0.9900","0.9642","0.0284","0.0238","0.0829","0.0308","0.1028","0.0885","0.0857","0.0500","0.2753","0.3458","0.7301","0.5477","0.3161","0.5695","","{""crack"": 0.0238, ""dust"": 0.0308, ""fold"": 0.0829, ""missing_region"": 0.05, ""mold"": 0.0885, ""scratch"": 0.0284, ""stain"": 0.1028, ""tear"": 0.0857}","{}"
"photo-0849","1160.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8423","0.8389","0.8985","0.8458","0.9597","0.9227","0.9569","0.8934","0.9900","0.9899","0.9847","0.9279","0.9900","0.6315","0.0159","0.0106","0.0467","0.0151","0.0352","0.0660","0.0426","0.0188","0.1911","0.3348","0.6024","0.6478","0.3240","0.6971","","{""crack"": 0.0106, ""dust"": 0.0151, ""fold"": 0.0467, ""missing_region"": 0.0188, ""mold"": 0.066, ""scratch"": 0.0159, ""stain"": 0.0352, ""tear"": 0.0426}","{}"
"photo-0850","1161.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.7756","0.8020","0.7723","0.7211","0.6523","0.7731","0.8635","0.8307","0.9900","0.9900","0.9894","0.9486","0.9900","0.5390","0.0349","0.0216","0.0892","0.0478","0.1520","0.1222","0.1028","0.0427","0.1970","0.2735","0.5135","0.6299","0.3470","0.7266","","{""crack"": 0.0216, ""dust"": 0.0478, ""fold"": 0.0892, ""missing_region"": 0.0427, ""mold"": 0.1222, ""scratch"": 0.0349, ""stain"": 0.152, ""tear"": 0.1028}","{}"
"photo-0851","1162.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","uneven_exposure","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.7851","0.8423","0.8824","0.8272","0.9234","0.8255","0.9036","0.7534","0.9900","0.9900","0.9900","0.5438","0.9899","0.6779","0.0325","0.0095","0.0542","0.0211","0.0697","0.1079","0.0850","0.0633","0.1512","0.2192","0.3182","0.7525","0.4107","0.7517","","{""crack"": 0.0095, ""dust"": 0.0211, ""fold"": 0.0542, ""missing_region"": 0.0633, ""mold"": 0.1079, ""scratch"": 0.0325, ""stain"": 0.0697, ""tear"": 0.085}","{}"
"photo-0852","1163.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8365","0.8352","0.9074","0.8301","0.9424","0.9487","0.9614","0.8791","0.9900","0.9900","0.9900","0.5544","0.9898","0.8760","0.0178","0.0118","0.0420","0.0202","0.0548","0.0445","0.0363","0.0252","0.1362","0.2214","0.3182","0.7693","0.4275","0.6355","","{""crack"": 0.0118, ""dust"": 0.0202, ""fold"": 0.042, ""missing_region"": 0.0252, ""mold"": 0.0445, ""scratch"": 0.0178, ""stain"": 0.0548, ""tear"": 0.0363}","{}"
"photo-0853","1164.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8292","0.8485","0.8561","0.8398","0.9422","0.8699","0.9556","0.8401","0.9900","0.9900","0.9900","0.6100","0.9898","0.9834","0.0201","0.0074","0.0646","0.0171","0.0550","0.0926","0.0443","0.0397","0.1650","0.1734","0.3182","0.7410","0.4166","0.5122","","{""crack"": 0.0074, ""dust"": 0.0171, ""fold"": 0.0646, ""missing_region"": 0.0397, ""mold"": 0.0926, ""scratch"": 0.0201, ""stain"": 0.055, ""tear"": 0.0443}","{}"
"photo-0854","1165.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.7662","0.7847","0.7811","0.7582","0.8925","0.8607","0.8671","0.8437","0.9900","0.9900","0.9900","0.6861","0.9893","0.9802","0.0372","0.0262","0.0870","0.0395","0.0870","0.0961","0.1014","0.0385","0.1435","0.1281","0.3182","0.7933","0.4752","0.5284","","{""crack"": 0.0262, ""dust"": 0.0395, ""fold"": 0.087, ""missing_region"": 0.0385, ""mold"": 0.0961, ""scratch"": 0.0372, ""stain"": 0.087, ""tear"": 0.1014}","{}"
"photo-0855","1166.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8505","0.8346","0.9293","0.8431","0.9594","0.9601","0.9580","0.8860","0.9900","0.9900","0.9712","0.8727","0.9900","0.9837","0.0131","0.0120","0.0282","0.0160","0.0356","0.0305","0.0411","0.0222","0.2027","0.2627","0.6560","0.6769","0.3051","0.5102","","{""crack"": 0.012, ""dust"": 0.016, ""fold"": 0.0282, ""missing_region"": 0.0222, ""mold"": 0.0305, ""scratch"": 0.0131, ""stain"": 0.0356, ""tear"": 0.0411}","{}"
"photo-0856","1167.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8082","0.8138","0.9001","0.8102","0.9355","0.9355","0.9438","0.8880","0.9900","0.9900","0.8712","0.5213","0.9900","0.6961","0.0263","0.0183","0.0459","0.0261","0.0608","0.0566","0.0571","0.0213","0.1509","0.1484","0.7375","0.7636","0.2923","0.6847","","{""crack"": 0.0183, ""dust"": 0.0261, ""fold"": 0.0459, ""missing_region"": 0.0213, ""mold"": 0.0566, ""scratch"": 0.0263, ""stain"": 0.0608, ""tear"": 0.0571}","{}"
"photo-0857","1168.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7886","0.8141","0.8232","0.7965","0.8962","0.9139","0.9212","0.7747","0.9900","0.9900","0.9840","0.9465","0.9900","0.8058","0.0316","0.0182","0.0754","0.0299","0.0852","0.0715","0.0747","0.0582","0.1185","0.1508","0.6082","0.6321","0.3242","0.6590","","{""crack"": 0.0182, ""dust"": 0.0299, ""fold"": 0.0754, ""missing_region"": 0.0582, ""mold"": 0.0715, ""scratch"": 0.0316, ""stain"": 0.0852, ""tear"": 0.0747}","{}"
"photo-0858","1169.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7703","0.7715","0.8154","0.7666","0.9238","0.9266","0.9182","0.8588","0.9900","0.9900","0.9823","0.9666","0.9900","0.9549","0.0362","0.0295","0.0777","0.0375","0.0694","0.0633","0.0766","0.0332","0.2491","0.1978","0.6185","0.6054","0.3386","0.5829","","{""crack"": 0.0295, ""dust"": 0.0375, ""fold"": 0.0777, ""missing_region"": 0.0332, ""mold"": 0.0633, ""scratch"": 0.0362, ""stain"": 0.0694, ""tear"": 0.0766}","{}"
"photo-0859","1170.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7820","0.7666","0.8133","0.7703","0.7143","0.8626","0.8511","0.8501","0.9900","0.9900","0.5439","0.9784","0.9900","0.9512","0.0333","0.0307","0.0783","0.0366","0.1397","0.0954","0.1073","0.0363","0.2340","0.1417","0.8125","0.5758","0.3089","0.5871","","{""crack"": 0.0307, ""dust"": 0.0366, ""fold"": 0.0783, ""missing_region"": 0.0363, ""mold"": 0.0954, ""scratch"": 0.0333, ""stain"": 0.1397, ""tear"": 0.1073}","{}"
"photo-0860","1171.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8148","0.8528","0.8900","0.8367","0.9263","0.8770","0.9293","0.8370","0.9900","0.9900","0.9900","0.7001","0.9899","0.9115","0.0244","0.0059","0.0508","0.0181","0.0677","0.0897","0.0691","0.0407","0.1206","0.1423","0.3182","0.7239","0.4043","0.6183","","{""crack"": 0.0059, ""dust"": 0.0181, ""fold"": 0.0508, ""missing_region"": 0.0407, ""mold"": 0.0897, ""scratch"": 0.0244, ""stain"": 0.0677, ""tear"": 0.0691}","{}"
"photo-0861","1172.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7916","0.8138","0.8694","0.7854","0.8762","0.8921","0.7828","0.8428","0.9900","0.9900","0.9900","0.9423","0.9900","0.9439","0.0308","0.0183","0.0596","0.0328","0.0942","0.0830","0.1275","0.0388","0.2007","0.2144","0.3181","0.6361","0.3629","0.5946","","{""crack"": 0.0183, ""dust"": 0.0328, ""fold"": 0.0596, ""missing_region"": 0.0388, ""mold"": 0.083, ""scratch"": 0.0308, ""stain"": 0.0942, ""tear"": 0.1275}","{}"
"photo-0862","1173.png","existing_damage","color","texture_catalog_match_v1+source_attribute_v1","noise","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.8402","0.8514","0.9294","0.8425","0.9586","0.9473","0.9673","0.8770","0.9900","0.9900","0.9900","0.8607","0.9899","0.9898","0.0166","0.0064","0.0281","0.0162","0.0368","0.0459","0.0265","0.0261","0.1017","0.0839","0.3455","0.8385","0.3781","0.3752","","{""crack"": 0.0064, ""dust"": 0.0162, ""fold"": 0.0281, ""missing_region"": 0.0261, ""mold"": 0.0459, ""scratch"": 0.0166, ""stain"": 0.0368, ""tear"": 0.0265}","{}"
